INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,2,99.36,98.83,99.36,99.47
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,3,99.36,99.04,99.36,99.43
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,4,99.36,99.46,99.36,99.46
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,5,99.36,99.18,99.36,99.32
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,6,99.36,99.21,99.36,99.36
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,7,99.36,99.23,99.36,99.36
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,8,99.36,99.25,99.36,99.38
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,9,99.36,99.27,99.36,99.44
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,10,99.36,99.28,99.36,99.42
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,11,99.36,99.29,99.36,99.39
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,12,99.36,99.3,99.36,99.37
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,1,99.36,99.43,99.36,99.43
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,2,99.36,99.2,99.36,98.95
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,3,99.36,99.11,99.36,98.94
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,4,99.36,99.19,99.36,99.42
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,5,99.36,99.21,99.36,99.29
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,6,99.36,99.19,99.36,99.11
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,7,99.36,99.21,99.36,99.33
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,8,99.36,99.22,99.36,99.27
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,9,99.36,99.23,99.36,99.36
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,10,99.36,99.25,99.36,99.34
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,11,99.36,99.26,99.36,99.4
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,12,99.36,99.23,99.36,98.89
374919,374903,NYC Transit,Kingsbridge Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2018,1,99.36,98.82,99.36,98.82
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,1,99.4,99.33,99.4,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,2,99.4,99.33,99.4,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,3,99.4,99.33,99.4,99.35
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,4,99.4,99.32,99.4,99.28
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,5,99.4,99.31,99.4,99.27
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,6,99.4,99.29,99.4,99.16
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,7,99.4,99.29,99.4,99.31
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,8,99.4,99.3,99.4,99.38
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,9,99.4,99.29,99.4,99.22
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,10,99.4,99.3,99.4,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,11,99.4,99.29,99.4,99.21
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,12,99.4,99.28,99.4,99.23
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,1,99.4,99.31,99.4,99.31
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,2,99.4,99.24,99.4,99.16
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,3,99.4,99.18,99.4,99.08
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,4,99.4,99.16,99.4,99.11
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,5,99.4,99.06,99.4,98.65
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,6,99.4,98.96,99.4,98.43
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,7,99.4,98.97,99.4,99.06
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,8,99.4,99,99.4,99.19
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,9,99.4,99.04,99.4,99.34
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,10,99.4,99.06,99.4,99.31
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,11,99.4,99.09,99.4,99.37
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,12,99.4,99.1,99.4,99.26
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,1,99.4,99.4,99.4,99.4
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,2,99.4,99.26,99.4,99.11
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,3,99.4,99.08,99.4,98.75
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,4,99.4,99.08,99.4,99.07
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,5,99.4,98.69,99.4,97.14
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,6,99.4,98.27,99.4,96.07
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,7,99.4,98.23,99.4,97.99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,8,99.4,98.18,99.4,97.82
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,9,99.4,98.69,99.4,98.89
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,10,99.4,98.65,99.4,98.25
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,11,99.4,98.64,99.4,98.51
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2010,12,99.4,98.09,99.4,96.24
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,1,99.36,97.76,99.36,97.76
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,2,99.36,97.77,99.36,97.78
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,3,99.36,97.6,99.36,97.3
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,4,99.36,97.69,99.36,97.95
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,5,99.36,97.73,99.36,97.9
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,6,99.36,97.78,99.36,98.03
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,7,99.36,97.92,99.36,98.72
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,8,99.36,97.89,99.36,97.67
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,9,99.36,97.92,99.36,98.19
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,10,99.36,97.94,99.36,98.09
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,11,99.36,97.97,99.36,98.31
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2011,12,99.36,97.97,99.36,97.99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,1,99.36,98.44,99.36,98.44
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,2,99.36,98.56,99.36,98.69
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,3,99.36,98.59,99.36,98.46
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,4,99.36,98.59,99.36,98.79
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,5,99.36,98.61,99.36,98.67
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,6,99.36,98.64,99.36,98.85
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,7,99.36,98.69,99.36,98.99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,8,99.36,98.76,99.36,99.2
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,9,99.36,98.82,99.36,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,10,99.36,98.86,99.36,99.24
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,11,99.36,98.88,99.36,99.08
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2012,12,99.36,98.91,99.36,99.24
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,1,99.36,99.37,99.36,99.37
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,2,99.36,99.36,99.36,99.34
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,3,99.36,99.36,99.36,99.37
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,4,99.36,99.35,99.36,99.32
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,5,99.36,99.36,99.36,99.37
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,6,99.36,99.33,99.36,99.2
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,7,99.36,99.28,99.36,99.01
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,8,99.36,99.27,99.36,99.19
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,9,99.36,99.25,99.36,99.12
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,10,99.36,99.26,99.36,99.27
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,11,99.36,99.26,99.36,99.24
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2013,12,99.36,99.24,99.36,99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,1,99.36,98.79,99.36,98.79
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,2,99.36,98.62,99.36,98.43
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,3,99.36,98.8,99.36,99.14
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,4,99.36,98.86,99.36,99.03
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,5,99.36,98.88,99.36,98.96
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,6,99.36,98.86,99.36,98.75
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,7,99.36,98.89,99.36,99.07
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,8,99.36,98.93,99.36,99.24
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,9,99.36,98.97,99.36,99.22
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,10,99.36,98.98,99.36,99.12
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,11,99.36,99,99.36,99.17
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2014,12,99.36,99.03,99.36,99.38
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,1,99.36,95.82,99.36,95.82
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,2,99.36,97.35,99.36,99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,3,99.36,97.97,99.36,99.13
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,4,99.36,98.32,99.36,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,5,99.36,98.53,99.36,99.35
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,6,99.36,98.58,99.36,98.84
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,7,99.36,98.64,99.36,99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,8,99.36,98.72,99.36,99.23
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,9,99.36,98.79,99.36,99.35
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,10,99.36,98.84,99.36,99.26
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,11,99.36,98.88,99.36,99.36
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2015,12,99.36,98.91,99.36,99.27
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,1,99.36,97.55,99.36,97.55
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,2,99.36,98.45,99.36,99.4
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,3,99.36,98.78,99.36,99.4
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,4,99.36,99.45,99.36,99.45
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,5,99.36,99,99.36,99.19
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,6,99.36,99.05,99.36,99.34
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,7,99.36,99.09,99.36,99.33
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,8,99.36,99.12,99.36,99.34
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,9,99.36,99.14,99.36,99.26
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,10,99.36,99.16,99.36,99.3
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,11,99.36,99.17,99.36,99.29
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2016,12,99.36,99.15,99.36,98.99
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,1,99.36,99.35,99.36,99.35
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,2,99.36,99.19,99.36,99.02
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,3,99.36,98.91,99.36,98.38
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,4,99.36,99.05,99.36,99.48
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,5,99.36,99.1,99.36,99.26
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,6,99.36,99.1,99.36,99.09
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,7,99.36,99.14,99.36,99.43
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,8,99.36,99.18,99.36,99.4
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,9,99.36,99.19,99.36,99.31
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,10,99.36,99.21,99.36,99.37
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,11,99.36,99.23,99.36,99.39
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2017,12,99.36,99.2,99.36,98.87
374921,374903,NYC Transit,Manhattanville Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2018,1,99.36,98.95,99.36,98.95
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,1,99.4,99.02,99.4,99.02
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,2,99.4,98.83,99.4,98.64
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,3,99.4,98.97,99.4,99.22
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,4,99.4,99.07,99.4,99.37
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,5,99.4,99.13,99.4,99.36
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,6,99.4,99.15,99.4,99.24
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,7,99.4,99.17,99.4,99.31
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,8,99.4,99.17,99.4,99.13
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,9,99.4,99.17,99.4,99.17
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,10,99.4,99.18,99.4,99.32
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,11,99.4,99.21,99.4,99.46
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2008,12,99.4,99.2,99.4,99.11
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,1,99.4,99.08,99.4,99.08
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,2,99.4,99.14,99.4,99.2
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,3,99.4,99.05,99.4,98.89
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,4,99.4,98.95,99.4,98.66
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,5,99.4,98.86,99.4,98.5
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,6,99.4,98.79,99.4,98.44
374922,374903,NYC Transit,Gun Hill Depot - % of Completed Trips,The percent of total scheduled bus trips completed,Service Indicators,M,U,%,2,2009,7,99.4,98.78,99.4,98.72
